didnt,didn’t
difefrent,different
diference,difference
differance,difference
differant,different
differemt,different
differnt,different
diffrent,different
directer,director
directers,directors
disatisf,dissatisf
discoverd,discovered
disign,design
dispaly,display
dissonen,dissonan
distribusion,distribution
divsion,division
do'nt,don’t
docuement,documents
docuemnt,document
documetn,document
documnet,document
doe snot,does not
doens't,doesn’t
doese,does
doesn;t,doesn’t
doesnt,doesn’t
doign,doing
doimg,doing
doind,doing
don't no,don’t know
donig,doing
dosn't,doesn’t
driveing,driving
drnik,drink
dya,day
efel,feel
effecient,efficient
efort,effort
ehr,her
eligability,eligibility
eligable,eligible
embaras,embarras
emigre,émigré
enought,enough
entree,entrée
equippment,equipment
equivalan,equivalen
esle,else
especal,especial
especialyl,especially
espesial,especial
excellant,excellent
excercise,exercise
exchagne,exchange
excitment,excitement
exhcange,exchange
experiance,experience
experienc,experience
exprience,experience
eyt,yet
faeture,feature
familair,familiar
familar,familiar
familliar,familiar
fammiliar,familiar
feild,field
fianlly,finally
fidn,find
finalyl,finally
firends,friends
firts,first
follwo,follow
fora,for a
foriegn,foreign
forthe,for the
forwrd,forward
foudn,found
foward,forward
freind,friend
frmo,from
fromt he,from the
fromthe,from the
furneral,funeral
fwe,few
garantee,guarantee
gaurd,guard
gemeral,general
gerat,great
geting,getting
gettin,getting
gievn,given
giveing,giving
gloabl,global
goign,going
gonig,going
govenment,government
goverment,government
gruop,group
gruops,groups
grwo,grow
guage,gauge
guidlines,guidelines
hadbeen,had been
hadn;t,hadn’t
haev,have
hapen,happen
hapened,happened
hapening,happening
hapens,happens
happend,happened
hasbeen,has been
hasn;t,hasn’t
hasnt,hasn’t
havebeen,have been
haveing,having
haven;t,haven’t
hda,had
he;d,he'd
he;ll,he’ll
hearign,hearing
helpfull,helpful
here;s,here’s
hesaid,he said
hewas,he was
hge,he
hismelf,himself
hled,held
hlep,help
hodl,hold
hsi,his
hte,the
htere,there
htese,these
htey,they
hting,thing
htink,think
htis,this
hvae,have
hvaing,having
hwich,which
i snot,is not
"I""d",I’d
"I""ll",I’ll
"I""m",I’m
"I""ve",I’ve
I;d,I’d
I;ll,I’ll
i;ve,i've
iamge,image
idae,idea
idaes,ideas
identofy,identify
iits the,it’s the
imediate,immediate
imediatly,immediately
immediatly,immediately
importnat,important
impossab,impossib
improvemnt,improvement
improvment,improvement
includ,include
indecat,indicat
indenpendence,independence
indenpendent,independent
indepedent,independent
independance,independence
independant,independent
influance,influence
infomation,information
informatoin,information
inital,initial
instaleld,installed
insted,instead
insurence,insurance
int he,in the
inteh,in the
interum,interim
inthe,in the
inwhich,in which
isn;t,isn’t
isthe,is the
it snot,it’s not
it' snot,it’s not
it;ll,it’ll
itis,it is
ititial,initial
itnerest,interest
its a,it’s a
its the,it’s the
itwas,it was
iwll,will
iwth,with
jsut,just
jugment,judgment
knowldge,knowledge
knowlege,knowledge
knwo,know
konw,know
labratory,laboratory
lastyear,last year
learnign,learning
lenght,length
let's him,lets him
let's it,lets it
let;s,let’s
levle,level
libary,library
librarry,library
librery,library
licesn,licens
liek,like
liekd,liked
lieutenent,lieutenant
liev,live
likly,likely
lisense,license
littel,little
litttle,little
liuke,like
liveing,living
loev,love
lonly,lonely
lookign,looking
lsoe,lose
lsoer,loser
lsoers,losers
lvoe,love
lvoed,loved
lvoer,lover
lvoers,lovers
maintenence,maintenance
makeing,making
managment,management
mantain,maintain
marraige,marriage
may of been,may have been
may of had,may have had
memeber,member
merchent,merchant
mesage,message
mesaging,messaging
mian,main
midn,mind
might of been,might have been
might of had,might have had
mispell,misspell
mkae,make
mkaes,makes
mkaing,making
moeny,money
morgage,mortgage
mroe,more
must of been,must have been
must of had,must have had
mysefl,myself
myu,my
necassar,necessar
neccessar,necessar
necesar,necessar
negotiaing,negotiating
nkow,know
nothign,nothing
nver,never
nwe,new
nwo,now
obediance,obedience
obediant,obedient
ocasion,occasion
occassion,occasion
occure,occurre
occuring,occurring
occurrance,occurrence
ocur,occur
oeprator,operator
offiste,offsite
ofits,of its
ofthe,of the
oging,going
ohter,other
oneof,one of
onepoint,one point
ont he,on the
onthe,on the
onyl,only
oppasite,opposite
opperation,operation
oppertunity,opportunity
opposate,opposite
opposible,opposable
opposit,opposite
oppotunit,opportunit
orginiz,organiz
otehr,other
otu,out
outof,out of
overthe,over the
owrk,work
owuld,would
oxident,oxidant
pahse,phase
papaer,paper
parliment,parliament
partof,part of
paymetn,payment
pciture,picture
peice,piece
peolpe,people
peopel,people
percentof,percent of
percentto,percent to
performence,performance
perhasp,perhaps
perhpas,perhaps
permanant,permanent
perminent,permanent
personalyl,personally
pleasent,pleasant
poeple,people
porblem,problem
porvide,provide
possabilit,possibilit
possabl,possibl
postition,position
potentialy,potentially
prblem,problem
pregnent,pregnant
presance,presence
probelm,problem
prominant,prominent
psoition,position
ptogress,progress
puting,putting
pwoer,power
quesion,question
questiom,question
questiosn,questions
questoin,question
quetion,question
realyl,really
reccomend,recommend
reccommend,recommend
receiev,receiv
reciev,receiv
recomend,recommend
reconiz,recogniz
recrod,record
religous,religious
reluctent,reluctant
remeber,remember
reommend,recommend
representativs,representatives
representives,representatives
represetn,represent
represnt,represent
repsond,respond
repsonse,response
reserach,research
resollution,resolution
resorce,resource
respomd,respond
respomse,response
responce,response
responsability,responsibility
responsibile,responsible
responsiblity,responsibility
restaraunt,restaurant
restuarant,restaurant
reult,result
reveiw,review
rumers,rumors
rwite,write
rythm,rhythm
saidhe,said he
saidit,said it
saidt he,said the
saidthat,said that
saidthe,said the
scedule,schedule
seance,séance
secratar,secretar
sectino,section
selectoin,selection
sentance,sentence
separeate,separate
seperate,separate
sercumstan,circumstan
shcool,school
she;d,she'd
she;ll,she’ll
shesaid,she said
shineing,shining
shiped,shipped
shoudl,should
shoudln't,shouldn’t
should of been,should have been
should of had,should have had
shouldent,shouldn’t
shouldn;t,shouldn’t
shouldnt,shouldn’t
showinf,showing
signifacnt,significant
signifiacnt,significant
simalar,similar
similiar,similar
simpyl,simply
sincerly,sincerely
sitll,still
smae,same
smoe,some
soem,some
sohw,show
soical,social
somethign,something
someting,something
somewaht,somewhat
somthing,something
somtimes,sometimes
sot hat,so that
sotrm,storm
sotrms,storms
soudn,sound
speach,speech
specificaly,specifically
specificalyl,specifically
statment,statement
stnad,stand
stopry,story
stoyr,story
stpo,stop
strentgh,strength
stroy,story
struggel,struggle
strugle,struggle
studnet,student
successfull,successful
successfuly,successfully
successfulyl,successfully
sucess,success
suffician,sufficien
supose,suppose
suppossed,supposed
suprise,surprise
swiming,swimming
sya,say
tahn,than
tahnk,thank
taht,that
talekd,talked
talkign,talking
tath,that
tecnical,technical
teh,the
tehy,they
tellt he,tell the
termoil,turmoil
tghe,the
tghis,this
th e,the 
thansk,thanks
that;s,that's
thats,that’s
thatt he,that the
thatthe,that the
thefirst,the first
their are,there are
their is,there is
themselfs,themselves
thenew,the new
theri,their
thesame,the same
thetwo,the two
they're are,there are
they're is,there is
they;d,they'd
they;l,they’ll
they;ll,they’ll
they;r,they’re
they;re,they’re
they;v,they’ve
they;ve,they’ve
theyll,they’ll
theyve,they’ve
thgat,that
thge,the
thier,their
thigsn,things
thna,than
thne,then
thnig,thing
thnigs,things
threatend,threatened
thsi,this
thsoe,those
thta,that
tihs,this
timne,time
tiogether,together
tje,the
tjhe,the
tkae,take
tkaes,takes
tkaing,taking
tlak,talk
tmie,time
todya,today
togehter,together
toldt he,told the
tomorow,tomorrow
tongiht,tonight
tonihgt,tonight
tot he,to the
totaly,totally
totalyl,totally
tothe,to the
towrad,toward
traditionalyl,traditionally
transfered,transferred
truely,truly
truley,truly
tryed,tried
tthe,the
tyhat,that
tyhe,the
typicaly,typically
udnerstand,understand
understnad,understand
undert he,under the
UnitedStates,United States
unliek,unlike
unpleasent,unpleasant
untilll,until
useing,using
usualyl,usually
veyr,very
virtualyl,virtually
vis-a-vis,vis-à-vis
vrey,very
vulnerible,vulnerable
wa snot,was not
waht,what
warrent,warrant
wasnt,wasn’t
watn,want
we;d,we’d
we;ll,we’ll
we;re,we’re
we;ve,we’ve
wehn,when
wern't,weren’t
werre,were
what;s,what’s
whcih,which
whent he,when the
where;s,where’s
whic,which
whicht he,which the
whihc,which
who;s,who’s
who;ve,who’ve
whta,what
widn,wind
widns,winds
wief,wife
wierd,weird
wihch,which
wiht,with
wiil,will
will of been,will have been
will of had,will have had
willbe,will be
windoe,window
witha,with a
withe,with
witht he,with the
withthe,with the
wiull,will
wnat,want
wo'nt,won’t
woh,who
wokr,work
won;t,won’t
woudl,would
woudln't,wouldn’t
would of been,would have been
would of had,would have had
wouldbe,would be
wouldn;t,wouldn’t
wouldnt,wouldn’t
wriet,write
writting,writing
wrod,word
wroet,wrote
wroking,working
wtih,with
wuould,would
wya,way
yera,year
yeras,years
yersa,years
yoiu,you
you're own,your own
you;d,you’d
you;ll,you'll
you;re,you’re
you;ve,you've
youare,you are
your a,you’re a
your an,you’re an
your her,you’re her
your here,you’re here
your his,you’re his
your my,you’re my
your the,you’re the
your their,you’re their
your your,you’re your
youre,you’re
youve,you’ve
ytou,you
yuo,you
yuor,your
